,comp_name,job_description,job_link,job_location,job_posted,job_title
33,Coppei Partners,"<div class=""highlight-black"" id=""jobdescSec"">
<p>Coppei Partners is a consulting practice dedicated to providing strategic business and technology services for companies located in the Greater Seattle region. From the early 2000’s we have built a strong reputation with our clients, known for providing top notch consultants with expertise in Technology Consulting and Program Leadership.</p><p>We currently have a need for a Big Data Engineer for one of our clients.  Experience with Azure Data Lake is a must.  Great communications skills and the ability to work across numerous stakeholders is key to success in this role. </p><p> </p>
</div>","https://www.dice.com/jobs/detail/Big-Data-Engineer-Coppei-Partners-Seattle-WA-98101/90700825/838933?icid=sr34-2p&q=data scientist&l=Seattle, WA","Seattle, WA",2 weeks ago,Big Data Engineer
34,"Technology Service Professionals, Inc.","<div class=""highlight-black"" id=""jobdescSec"">
<div><div class=""jobAdsItem-title""><h1 class=""display--inline ng-binding"" id=""st-detailsContent"">IT Project Manager - Data Storage</h1></div><ul class=""list--dotted details-desc""><li class=""desc-item ng-scope""><span class=""ng-binding"">Redmond, WA</span></li></ul><br/><h3 class=""jobAdsItem-descLabel ng-binding"">Company Description</h3></div><div class=""jobAdsItem-desc""><p>What if companies put their people first? Employees would feel valuable, empowered, and excited to perform their best work. Clients would be taken care of, and business would flourish. TSP was founded in 2002 on the belief that our product is our people. We tap into and hone each individual’s talent and deliver proven results.</p><p>Our solutions-based approach focuses on our clients’ business objectives, making their needs our top priority. Being flexible and responsive has made TSP grow and prosper, and exceed expectations by providing our client with what they want, when they want it.</p><p>Maintenance, Managed, Consulting, and Project Services are the foundation of our business. We pride ourselves on the wide range of personalized solutions we create for our clients throughout the United States and Canada. Our team provides customer-endorsed and award-winning business solutions that enable our clients to concentrate on what they do best.</p></div><h3 class=""jobAdsItem-descLabel ng-binding"">Job Description</h3><div class=""jobAdsItem-desc""><p><strong>Prepare to be Empowered</strong></p><p>At TSP, we want to take all the stuff you already have and make it even better. Why? Because our customers can only stay awesome if you’re awesome. </p><p>As a Resident Storage Project Manager, the overall scope of this position is to manage programs, projects and activities and ensure a predictable timeline and agreed outcome, ensuring that the solutions are implemented according to storage architecture within the customer’s environment. The responsibilities of a Professional Services Resident Storage Project Manager will include:</p><ul><li>Responsible for managing data storage installations across company, managing projects as well as assisting in managing special projects.</li><li>Will be expected to build relationships with customers across locations nationwide, as well as attend periodic meetings.</li><li>Define project plan, control schedule and scope, manage project resources and risks, project leadership, guidance and facilitation.   </li></ul></div><h3 class=""jobAdsItem-descLabel ng-binding"">Qualifications</h3><div class=""jobAdsItem-desc""><p>You think you can handle it? Great! Our employees are trusted to innovate, integrate, and creatively solve technology problems. We also like our Project Manager to come equipped with experience like:</p><ul><li>Enterprise data storage or systems management experience (NetApp preffered)</li><li>Ability to lead and motivate others</li><li>Ability to manage relationships and people</li><li>Ability to meet goals and pre-defined timelines</li><li>PMI Certification (PMP) preffered</li><li>Proficient in MS Project and PPT</li><li>Working understanding of ITIL</li></ul></div><h3 class=""jobAdsItem-descLabel ng-binding"" data-ng-bind=""::i18n.labels.details.additionalInfo"">Additional information</h3><div class=""jobAdsItem-desc""><p> </p><p>We are so excited that you want to join TSP! We pledge to take care of you so that we can all be leaders in the industry and exceed our clients’ expectations. Below are some cool reasons why you’ll love working with us.</p><p><strong>We really like you!</strong></p><p>One part of our vision is to be a company that retains and nurtures its strong beliefs and culture as it grows by honoring our employees. That’s you!</p><p><strong>We are social!</strong></p><p>Check out TSP on Twitter, LinkedIn, and YouTube and grow with us. </p><p><strong>We win!</strong></p><p>We represent some huge clients including Fortune 500 companies throughout the United States and Canada. We have won several excellence awards because we do what we do and do it well.</p><p>We’d love to have you on the team. All you need to do now is click “<strong>APPLY</strong>.”</p></div>
</div>","https://www.dice.com/jobs/detail/IT-Project-Manager-%26%2345-Data-Storage-Technology-Service-Professionals%2C-Inc.-Redmond-WA-98052/10180038/936?icid=sr35-2p&q=data scientist&l=Seattle, WA","Redmond, WA",4 weeks ago,IT Project Manager - Data Storage
35,TRIAD Group,"<div class=""highlight-black"" id=""jobdescSec"">
<p>Senior Engineer (Java/Python, Data, Distributed Systems)</p><p>FTE position</p><p>Seattle, WA</p><p> </p><p>One of Seattle’s most prominent companies is looking for a strong Senior Engineer for our data team.  You would have an opportunity to work on our cloud based-data processing platform for our huge customer base. </p><p> </p><p><strong>What you’ll have an opportunity to do:</strong></p><p>Design huge web-based distributed systems on a highly scalable architecture</p><p>Design and develop various services for APIs for data management, retrieval, and consumption</p><p>Write robust and clean server-side code</p><p> </p><p><strong>Minimum Requirements:</strong></p><p>3-4+ years’ experience designing and building web-based distributed systems</p><p>3+ years of experience developing production code (preferably Java or Python)</p><p>Good experience with Cloud platforms (AWS, Azure, Google Cloud, etc.)</p><p>Bachelors in Computer Science (or similar discipline)</p><p> </p><p>Please send resumes to <a href=""mailto:jeffr@triadgroup.com"">jeffr@triadgroup.com</a>; all qualified candidates will be followed up on. </p><p> </p><p><strong>Jeff Roodhouse </strong></p><p>TRIAD Group</p><p><a href=""mailto:jeffr@triadgroup.com"">jeffr@triadgroup.com</a></p>
</div>","https://www.dice.com/jobs/detail/Senior-Engineer-%26%2345-Java-%28or-Python%29%2C-Data%2C-Distributed-Systems-TRIAD-Group-Seattle-WA-98101/TRIADW/678311?icid=sr36-2p&q=data scientist&l=Seattle, WA","Seattle, WA",2 days ago,"Senior Engineer - Java (or Python), Data, Distributed Systems"
36,Foraysoft Global,"<div class=""highlight-black"" id=""jobdescSec"">
<p>Role Cognos, Data Stage </p><p>Location Bellevue,WA</p><p>FULL TIME</p><p>Work with ADM / Business teams to fully understand customer requirements and develop a comprehensive, automated BI Solution that meets standards and best practices.</p><p>• Minimum 5 years of experience in Cognos development and support</p><p>• Ability to support and integrate in-house and third-party developed components</p><p>•Automate building of Transformer cubes and handle partitioning in case of large amount of data</p><p>Handle Tickets related to data / Application / Framework issues.</p><p>• Troubleshoot, evaluate and implement solutions for production support issues</p><p>Ability to solve complex production issues (Tier 3 production support)</p><p>•Involvement with senior management in terms of supplying input for key design</p><p>Mentor junior team, providing assistance where needed</p><p>•Proficient with Unix and shell scripting</p><p>• Data Analysis and Data Modeling</p><p>•Knowledge of DB2 and SAP BW is preferred</p><p><strong>sam@foraysoft.com</strong></p><p> </p><p> </p>
</div>","https://www.dice.com/jobs/detail/Cognos%2C-Data-Stage-Foraysoft-Global-Bellevue-WA-98004/90963566/830590?icid=sr37-2p&q=data scientist&l=Seattle, WA","Bellevue, WA",2 weeks ago,"Cognos, Data Stage"
37,CyberCoders,"<div class=""highlight-black"" id=""jobdescSec"">
			Minimum Required Skills:<br/>Java, Object Oriented, data structures, algorithm development, System Design/Development, Linux or Unix, Leading Projects<br/><br/>We are in the business of Customer Intelligence. Our clients need us to directly market to their consumers on a targeted algorithm.  We reach over 100 - Million Millennials Daily, and it's only getting bigger! We are currently using OVER 100 Terabytes of data, and we are growing rapidly. We are a team made up of Engineers and Researchers all interested in finding the most interested and common solutions. We are not scared of challenges, bring it on!<br/><br/>Top Reasons to Work with Us<br/><br/>- We work with Big Data!<br/>- We are one of the world's top line companies<br/>- We are using all of the NEW and Up-Coming Technologies!<br/><br/>What You Will Be Doing<br/><br/>•Develop highly reliable, scalable, extremely high-volume, fault-tolerant systems that go into real products<br/>•Build public APIs and internal libraries to support future growth<br/>•Analyze product requirements, create test plans, and identify deliverables<br/>•Collaborate and peer review with other engineers on feature design, implementation and relevant metrics like reliability, deployability and <br/>cost<br/><br/>What You Need for this Position<br/><br/>Deal Makers:<br/>•5+ years' experience with core Java, <br/>•3+ years' experience Spring with RESTful web services.<br/>•3+ years of work experience working with large RDMBS systems (PostgreSQL preferred), including writing complex SQL queries and performing database optimization tasks.<br/>•1+ year experience working with distributed systems and NoSQL technologies; preferably Hadoop ecosystem, Cassandra and Redis.<br/>•Minimum  years software development experience with at least 3 years working on large scale layered platform architectures.<br/><br/><br/>Nice To Have's:<br/>•Data structures, and algorithms and software engineering skills with focus on API design and development.<br/>•Code performance analysis methods and techniques <br/>•Writing performant and scalable multi-threaded programs<br/>•Experience with message oriented architectures<br/><br/>What's In It for You<br/><br/>For your hard work you will be rewarded with an aggressive base salary and exception compensation package ranging from $120,000 - $225,000 DOE, great base salary, Sign on Bonuses, Publicly Traded Stock and more!So, if you are a Software Developer with Java, Python, C#, or C++ experience,   please apply today!<br/><br/>Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!<br/><br/>Looking forward to receiving your resume and going over the position in more detail with you.<br/><br/>- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.<br/><br/>Looking forward to receiving your resume!<br/><br/>CyberCoders<br/><br/><br/>CyberCoders, Inc is proud to be an Equal Opportunity Employer<br/><br/>All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.<br/><br/>Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.<br/><br/>Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.
		</div>","https://www.dice.com/jobs/detail/Senior-Software-Engineer-%28BIG-DATA%29-Relo-Offered-CyberCoders-Seattle-WA-98101/cybercod/DN-1344166seattle10?icid=sr38-2p&q=data scientist&l=Seattle, WA","Seattle, WA",12 hours ago,Senior Software Engineer (BIG DATA) Relo Offered
38,ISL Techsolutions Inc,"<div class=""highlight-black"" id=""jobdescSec"">
<p><strong>Job Title : Network Architect(Data Center + IPV6 + Video Background) </strong></p><p><strong>Work Location : WORK FROM HOME(100%)</strong></p><p><strong>Position Type: Direct Hire/Fulltime with the Primary Implementer</strong></p><p><strong>Start Date: ASAP</strong></p><p> </p><p><strong>Job Summary</strong></p><p> Client Enterprise Services is seeking an experienced Senior Network Architect to enable the goals and objectives of the Data Center Transformation (DCT) program. The Senior Network Architect will be responsible for designing migration strategies and infrastructure solutions to fulfill client and Client business requirements.</p><ul><li>The Senior Network Architect will establish and maintain a professional workingrelationship at multiple levels both internally and with the client by developing a core understanding of the</li></ul><p>client's unique business needs and competitive challenges, shape strategy and architect solutions to fulfill  client needs, and interface with both internal and external/ industry experts to</p><p>anticipate customer needsand facilitate network solution development as follows:</p><ul><li>Provide technical design recommendations and associated architectures by gathering and documenting existing client network and device information into a workbook that will be leveraged to develop the migration plan.</li><li>Define high level requirements and conducting cost/benefit analysis to maximize utilization of  available resources.</li><li>Make recommendations for the establishment/update of standards and guidelines for the design of technology solutions including integration of Network technologies across multiple platforms.</li><li>The successful candidate will provide technical leadership in Network infrastructure and design and establish standards and guidelines for the design of technology solutions</li><li>Working knowledge and in-depth experience in the areas of TCP/IP, DNS, Lan/Wan infrastructures, VPN, Cisco routers and switches, including Nexus, Opnet, Nortel switches,</li><li>BlueCoat proxy, IPS, Checkpoint firewalls, OSPF routing, SNMP, VLans, Access Control Lists, IPSec and associated network monitoring and security tools are required.</li></ul><p> </p><p><strong>Required Skills and Qualifications</strong></p><p> </p><ul><li>Minimum 10+ years of experience in a senior level engineering or architecture role engaged in the planning and solution design of IP network infrastructures including technologies such as BGP/OSPF routing, L2/L3 switching, server load balancing, QoS, MPLS, network security and network monitoring in large scale multi-site data centre, service provider, or SaaS environments.</li><li>Experience with design of next generation data center networks enabling cloud computing including technologies such as network virtualization, unified network fabric and Software Defined Networks is a plus.</li><li>University degree in Computer Science, Software Engineering or equivalent academic experience Demonstrated experience required with solution design of delivering video over IP (IPTV), OTT</li><li>video delivery (Internet and mobile video streaming), CDN, Storage, DNS, DHCP and IP Address Management infrastructure is a plus.</li><li>Thorough knowledge of IP multicast and associated protocols UDP, IGMP, PIM routing, etc.</li><li>Hands on experience in building and configuring network for multiple disciplines Demonstrated experience with network security technologies including network firewall, IPSec and SSL VPN, RADIUS/TACACS, network intrusion and detection, network access control and web content proxy/filtering is a plus.</li><li>Solid understanding network and network security architecture best practices Ability to think on a multi-site enterprise level; be forward looking and drive tactical and strategic</li><li>technology roadmaps ability to work well under pressure and to meet tight deadlines.</li><li>Must be self-motivated and able to work independently with minimal supervision.</li><li>Possess excellent written and verbal communication skills, presentation, documentation and problem solving skills</li><li>Experience with IPv6 technologies is an asset</li></ul><p><span style=""text-decoration: underline;""><em><strong>Certifications:</strong></em></span></p><ul><li>CCNP Required</li><li>CCIE preferred</li><li>CCVP preferred</li><li>4yrs University Degree concentration in Engineering Field or Computer Science preferred</li><li>Juniper Certifications an asset</li><li>Aruba Certifications an asset</li></ul><p> </p><p><strong><em>Desired Skills and Qualifications</em></strong></p><ul><li>Degree in IT related discipline.</li><li>Outsourcing industry experience.</li><li>Large corporation experience.</li><li>Excellent Microsoft Office Suite skills including MS Project.</li></ul><p> </p><p> </p><p> </p><p><strong>With Regards, </strong></p><p><strong>Venkat T<br/></strong></p><p><strong>ISL TECH SOLUTIONS INC</strong></p><p>Contact: 973-786-3230</p><p>Web: <a href=""http://www.isltechsolutions.com/"">www.isltechsolutions.com</a></p><p> </p>
</div>","https://www.dice.com/jobs/detail/Network-Architect%28Data-Center-%2B-IPV6-%2B-Video-Background%29-%26%2345-Remote%28100%26%2337%29-ISL-Techsolutions-Inc-Bellevue-WA-98005/10189959/857613?icid=sr39-2p&q=data scientist&l=Seattle, WA","Bellevue, WA",4 hours ago,Network Architect(Data Center + IPV6 + Video Background) - Remote(100%)
39,TRIAD Group,"<div class=""highlight-black"" id=""jobdescSec"">
<p><strong>Senior Staff Engineer (Data and Services Platform)<br/>Location: </strong>Seattle<strong><br/>Compensation: </strong>Deluxe compensation package - generous base, bonus, sign-on, incredible benefits, other perks<strong><br/>Duration: </strong>Permanent/Direct Hire</p><p> </p><p>Founded in 1986, The TRIAD Group is a Bellevue, Washington based professional services firm that adheres to the principles of service, integrity, and confidentiality. We provide our client companies with permanent, temporary, and temporary-to-permanent staffing. </p><p>Our Seattle client (Streaming Media and Entertainment Giant) is looking for a highly skilled engineer, with a proven track record, who takes pride in quickly bringing high-quality code to market; an imaginative, self-motivated engineer, who enjoys learning and applying new technologies, and who thrives in a dynamic, engineering-oriented work environment.</p><p> </p><p><strong>OVERVIEW:</strong></p><p>You will work with some of the most exciting, new technologies to provide rich content to our our client's video streaming applications, at massive scale.</p><p>You will also create brand new data and services platforms that help to advance digital entertainment and the art of storytelling. You will work within a team of experienced and diverse software engineers and partner with designers, client engineers and business teams to deliver entertainment experiences that delight our audience. </p><p>If you’re excited about building large, distributed computing platforms from the ground up, or if the promise of real time, streaming big data fills you with delight, this role holds plenty of opportunity for you.</p><p><br/><strong>REQUIREMENTS:</strong></p><ul><li>BS or MS in Computer Science, Computer Engineering, or other equivalent technical degree</li><li>At least 5 years industry experience</li><li>Excellent analytical and problem solving skills</li><li>Expertise with one or more of C, C++, C#, Objective-C, Java or JavaScript</li><li>Experience in distributed computing architecture and implementation</li><li>Experience in big data architecture, modeling and implementation</li><li>Experience with cross-platform, multi-language content</li><li>A creative zeal for digital entertainment</li></ul><p><strong>STUFF WE LIKE:</strong></p><p>Node.js and JavaScript, REST, NoSQL, Storm, Kafka, polyglot expertise, Jasmine, Jenkins, Linux</p><p> </p><p><strong>Qualified candidates - Please select ""apply now"" and send us an updated resume.</strong></p><p> </p><p> </p><p> </p><p><strong>Keywords:</strong></p><p>C, C++, C#, Objective-C, Java, JavaScript, REST, Distributed Computing Architecture and Implementation, Node.js, NoSQL, Storm, Kafka, Jasmine, Jenkins, Linux</p>
</div>","https://www.dice.com/jobs/detail/Senior-Staff-Engineer-%28Data-and-Services-Platform%29-TRIAD-Group-Seattle-WA-98101/TRIADW/14311?icid=sr40-2p&q=data scientist&l=Seattle, WA","Seattle, WA",1 hour ago,Senior Staff Engineer (Data and Services Platform)
40,CyberCoders,"<div class=""highlight-black"" id=""jobdescSec"">
			Minimum Required Skills:<br/>Java/C++/Python/Node.JS/ Scala, AWS, JavaScript, Algorithms, data structures<br/><br/>Lead Software Engineer<br/><br/>Total Comp over 200k<br/><br/>Location: Seattle, WA- Relocation Available<br/><br/>Top Reasons to Work with Us<br/><br/>- One of the most well-known companies in the world<br/>- Public Facing company<br/>- Innovative Products<br/>-  Work with Extremely bright coworkers <br/>- Work on products that change the lives of consumers all over the world<br/><br/>What You Will Be Doing<br/><br/>- Contribute to an A+Engineer team<br/>- Opportunity to use all our technologies from all over the company to build world class products.<br/>- You will be a part of a team working in Cloud, OO &amp; AWS technologies<br/>- Work primarily with Java <br/>- Work on a consumer facing product<br/><br/>What You Need for this Position<br/><br/>- Experience with any of the following: Java, Python, C++ Scala, Erlang, PHP, Ruby or similar<br/>- Experience developing scalable and complex distributed systems<br/>- Experience with web infrastructure, distributed systems, performance analysis, and/or large-scale data processing<br/>- Experience with software engineering best practices (e.g. unit testing, code reviews, design documentation)<br/>- Experience working with AWS, or similar<br/>- Exposure or experience with algorithms and data structures<br/><br/>What's In It for You<br/><br/>- StrongVacation/PTO<br/>- Medical/ Dental/Vision<br/>- Sign on Bonus<br/>- AMAZING Company stock incentives <br/>- 401(k)So, if you are a Senior Software Engineer with relevant experience, please apply today! Or simply send your resume to: Lauren@Cybercoders.com<br/><br/>Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!<br/><br/>Looking forward to receiving your resume and going over the position in more detail with you.<br/><br/>- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.<br/><br/>Looking forward to receiving your resume!<br/><br/>CyberCoders<br/><br/><br/>CyberCoders, Inc is proud to be an Equal Opportunity Employer<br/><br/>All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.<br/><br/>Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.<br/><br/>Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.
		</div>","https://www.dice.com/jobs/detail/Lead-Software-Engineer%26%2345-OOD%2C-Data-Structures-CyberCoders-Seattle-WA-98101/cybercod/LF2-133902532?icid=sr41-2p&q=data scientist&l=Seattle, WA","Seattle, WA",12 hours ago,"Lead Software Engineer- OOD, Data Structures"
41,CyberCoders,"<div class=""highlight-black"" id=""jobdescSec"">
			Minimum Required Skills:<br/> Algorithm Development, C++, Gaming or Virtual Reality Expertise, high-dimensional data set experience, Machine Learning<br/><br/>Data Engineer -  Algorithm Development, C++, Virtual Reality - Seattle<br/><br/>We are building a cutting-edge immersive technology product that will get you even closer to the action.  The right person for our team will be very excited about sports, gaming, VR, and entertainment.  You should have experience in this field and a Computer Science background.<br/><br/>Top Reasons to Work with Us<br/><br/>1. Cutting edge, break-through gaming and virtualization product!<br/>2. Exciting development laboratory in Seattle!<br/>3. Smart and engaging team!<br/><br/>What You Need for this Position<br/><br/>- Algorithmic Development<br/>- C++<br/>- Gaming or Virtual Reality Expertise<br/>- high-dimensional data set experience<br/>- Machine LearningIf you are a Data Engineer with experience as described above, please apply today!<br/><br/>Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!<br/><br/>Looking forward to receiving your resume and going over the position in more detail with you.<br/><br/>- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.<br/><br/>Looking forward to receiving your resume!<br/><br/>CyberCoders<br/><br/><br/>CyberCoders, Inc is proud to be an Equal Opportunity Employer<br/><br/>All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.<br/><br/>Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.<br/><br/>Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.
		</div>","https://www.dice.com/jobs/detail/Data-Engineer-%26%2345-Algorithms%2C-C%2B%2B%2C-Virtual-Reality-%26%2345-Seattle-CyberCoders-Seattle-WA-98101/cybercod/RS2-134111620?icid=sr42-2p&q=data scientist&l=Seattle, WA","Seattle, WA",12 hours ago,"Data Engineer - Algorithms, C++, Virtual Reality - Seattle"
42,Tata Consultancy Services,"<div class=""highlight-black"" id=""jobdescSec"">
<p>Job Title : ETL Data Stage Programmer</p><p>Relevant Experience (Yrs) : 5+ Years IBM’s experience in Design and developing ETL jobs</p><p>Technical/Functional Skills :</p><p>• Provide high level of technical support, perform root cause analysis for problems experienced within area of DataStage ETL Jobs. <br/>• Develops design specifications for ETL jobs.<br/>• Design, implement and support ETL programs. <br/>• Creates integration testing strategy for ETL jobs/participates in integration testing in development/test environments. <br/>• Performs code reviews against other developers DataStage jobs-SQL/PLSQL scripts</p><p>Experience Required :</p><p>• 5+ years of extensive development experience in Datastage 9 or above<br/>• Experience in working with OCI stage &amp; Oracle stage. <br/>• Experience in creating source to target mappings <br/>• Experience in writing complex SQL in relational databases especially Teradata &amp; Oracle<br/>• Experience in ETL &amp; query performance tuning. <br/>• Basic knowledge of UNIX Shell /Perl Scripting</p><p>Roles &amp; Responsibilities :</p><p>Programmer</p><p>• Design, develop and deliver data integration &amp; extract solutions using IBM DataStage 9 or above<br/>• Create ETL Source to Target mappings <br/>• Understand existing ETL Jobs, and make changes as per new requirements<br/>• Identify, propose &amp; implement improvements in ETL jobs <br/>• Work closely with DBAs to fix performance bottlenecks<br/>• Work closely with support teams for code migrations</p>
</div>","https://www.dice.com/jobs/detail/ETL-Data-Stage-Programmer-Tata-Consultancy-Services-Bellevue-WA-98004/10121331/830544?icid=sr43-2p&q=data scientist&l=Seattle, WA","Bellevue, WA",3 weeks ago,ETL Data Stage Programmer
43,TRIAD Group,"<div class=""highlight-black"" id=""jobdescSec"">
<p>Principal Architect<br/>Seattle, WA<br/><br/>Seattle Startup experiencing incredible growth is looking for a very strong Principal Engineer to join their team. This would be in the Big Data, Predictive Analytics, Machine Learning space. <br/><br/>The ideal candidate will have 10 years* experience as a Senior/Lead/Principal, heavy focus on Java development, distributed systems, Cloud/AWS infrastructure, Hadoop, Hive, Storm, Big Data. <br/><br/>This is for a very senior level candidate that is extremely strong in development, architecture and leadership. <br/><br/>If you are interested in this very unique and incredible opportunity, please contact me at jeffr@triadgroup.com. <br/><br/>Jeff Roodhouse <br/>TRIAD Group<br/>jeffr@triadgroup.com<br/>425.454.0282 x220<br/>LinkedIn: https://www.linkedin.com/in/jeffroodhouse</p>
</div>","https://www.dice.com/jobs/detail/Principal-Architect-%26%2345-Java%2C-Hadoop%2C-Hive%2C-Storm%2C-Big-Data-TRIAD-Group-Seattle-WA-98101/TRIADW/785995?icid=sr44-2p&q=data scientist&l=Seattle, WA","Seattle, WA",2 days ago,"Principal Architect - Java, Hadoop, Hive, Storm, Big Data"
44,CyberCoders,"<div class=""highlight-black"" id=""jobdescSec"">
			Minimum Required Skills:<br/>PHP, JavaScript, Apache, MySQL, Linux, Git, ecommerce, Magento, Java, RabbitMQ<br/><br/>We are the leading second-party data provider and are changing the way retailers, brands, and e-commerce sites run digital advertising campaigns!  We have the largest and most transparent second-party data marketplace, aggregating over 1 billion online shopping behaviors from over 200 million U.S. consumers every month.  We are looking for a Software Developer, passionate about technology and working with large amounts of data and analytics.<br/><br/>What You Will Be Doing<br/><br/>+ Building a data-driven online advertising platform that is capable of handling hundreds of thousands of requests per second<br/>+ Integrating new data sources into our platform from external parties<br/>+ Developing new features and working with campaign management<br/><br/>What You Need for this Position<br/><br/>MUST HAVE<br/>+ 4 years of software development, or Computer Science B.S. and 1 year of software development<br/>+ PHP<br/>+ JavaScript<br/>+ MySQL<br/>+ Linux<br/><br/>NICE TO HAVE<br/>+ eCommerce software such as Magento<br/>+ Java<br/>+ ESI (Edge Side Includes)<br/>+ Online advertising, multi-threaded applications, big data processing<br/>+ RabbitMQ<br/><br/>What's In It for You<br/><br/>+ Highly competitive salary with Bonus &amp; Commission<br/>+ Comprehensive benefits including Medical, Dental, Life, Disability, 401k<br/>+ Paid Holidays and 20 PTO days annually<br/>+ Equity<br/>+ Career advancement<br/>+ Casual environmentSo, if you are a Software Developer passionate about working with analytics and building a data-driven advertising platform, please apply today!<br/><br/>Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!<br/><br/>Looking forward to receiving your resume and going over the position in more detail with you.<br/><br/>- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.<br/><br/>Looking forward to receiving your resume!<br/><br/>CyberCoders<br/><br/><br/>CyberCoders, Inc is proud to be an Equal Opportunity Employer<br/><br/>All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.<br/><br/>Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.<br/><br/>Copyright © 1999 - 2017 . CyberCoders, Inc. All rights reserved.
		</div>","https://www.dice.com/jobs/detail/Sr.-Software-Engineer-%26%2345-JavaScript%2C-PHP%2C-Data%26%2347Analytics-CyberCoders-Seattle-WA-98101/cybercod/MR3-134174819?icid=sr45-2p&q=data scientist&l=Seattle, WA","Seattle, WA",12 hours ago,"Sr. Software Engineer - JavaScript, PHP, Data/Analytics"
45,"Techorbit, Inc","<div class=""highlight-black"" id=""jobdescSec"">
<div><strong>Title: ETL Data Stage Programmer</strong></div><div><strong>Location: Bellevue, WA</strong></div><div><strong>Duration: Full Time</strong></div><div><strong> </strong></div><div><strong>Relevant Experience (Yrs)</strong>: 5+ Years IBM’s experience in Design and developing ETL jobs</div><div> </div><div><strong>Technical/Functional Skills:</strong></div><div><ul><li>Provide high level of technical support, perform root cause analysis for problems experienced within area of DataStage ETL Jobs.</li><li>Develops design specifications for ETL jobs.</li><li>Design, implement and support ETL programs.  </li><li>Creates integration testing strategy for ETL jobs/participates in integration testing in development/test environments.</li><li>Performs code reviews against other developers DataStage jobs-SQL/PLSQL scripts</li></ul></div><div> </div><div><strong>Experience Required: </strong></div><div><ul><li>5+ years of extensive development experience in Datastage 9  or above</li><li>Experience in working with OCI stage &amp; Oracle stage.</li><li>Experience in creating source to target mappings</li><li>Experience in writing complex SQL in relational databases especially Teradata &amp; Oracle</li><li>Experience in ETL &amp; query performance tuning.</li><li>Basic knowledge of UNIX Shell /Perl Scripting</li></ul></div><div> </div><div><strong>Roles &amp; Responsibilities:</strong></div><div><ul><li>Design, develop and deliver data integration &amp; extract solutions using IBM DataStage 9 or above</li><li>Create ETL Source to Target mappings</li><li>Understand existing ETL Jobs, and make changes as per new requirements</li><li>Identify, propose  &amp; implement improvements in ETL jobs</li><li>Work closely with DBAs to fix performance bottlenecks</li><li>Work closely with support teams for code migrations</li></ul></div><div><strong> </strong></div><div><strong>Varma Mudunuri</strong></div><div class=""m_6194085165345041535gmail_signature""><div dir=""ltr""><div dir=""ltr""><div>Lanco Global Systems, Inc | 1300 W. Walnut Hill Ln. Suite 154 | Irving, TX 75038<br/><strong>Ph:</strong> (972) 848-3529 | <a data-saferedirecturl=""https://www.google.com/url?hl=en&amp;q=http://www.lancoglobal.com&amp;source=gmail&amp;ust=1484318328937000&amp;usg=AFQjCNHaurC9IzxkrFIwrQhs3um8JGORSg"" href=""http://www.lancoglobal.com/"" target=""_blank"">www.lancoglobal.com</a></div></div></div></div><p> </p>
</div>","https://www.dice.com/jobs/detail/ETL-Data-Stage-Programmer-Techorbit%2C-Inc-Bellevue-WA-98005/90967417/834237?icid=sr46-2p&q=data scientist&l=Seattle, WA","Bellevue, WA",3 days ago,ETL Data Stage Programmer
